ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
11-210_onethousand-1,129022,11,210_onethousand,dua na dolu,dua na dolu,d u a + n a + d o l u,,120166,12,false,^d u a + n a + d o l u$,default
38-1_hand-1,38,38,1_hand,ìma,ìma,ʔ ì/i m a,"Five, hand",POLLEX,"1, 64",false,^ì m a$,default
38-2_left-1,395,38,2_left,akeake,akeake,a k e a k e,,POLLEX,,false,^a k e a k e$,default
38-2_left-2,135700,38,2_left,'ima a'ea'e,'ima a'ea'e,ʔ i m a + a ʔ e a ʔ e,left hand,POLLEX,,false,^'i m a + a 'e a 'e$,default
38-3_right-1,752,38,3_right,atamai,atamai,a t a m a i,"Droit, a droit (Dln)",POLLEX,7,false,^a t a m a i$,default
38-3_right-2,135701,38,3_right,'ima oko,'ima oko,ʔ i m a + o k o,right hand,POLLEX,33,false,^'i m a + o k o$,default
38-4_legfoot-1,1109,38,4_legfoot,vae,vae,v a e,Leg (I),POLLEX,"1, 100",false,^v a e$,default
38-5_towalk-1,1466,38,5_towalk,hèe,hèe,h è/e,Go (I),POLLEX,"6, 9",false,^h èe $,default
38-6_roadpath-1,1823,38,6_roadpath,vaà/nui,vaà,v a ʔ à/a,Road,POLLEX,22,false,^v a à$,default
38-6_roadpath-2,1823,38,6_roadpath,vaà/nui,nui,n u i,Road,POLLEX,22,false,^n u i$,default
38-7_tocome-1,2180,38,7_tocome,tihe,tihe,t i h e,to arrive,POLLEX,,false,^t i h e$,default
38-7_tocome-2,135702,38,7_tocome,he'e  mai,he'e mai,h e ʔ e + m a i,,POLLEX,"1,42",false,^h e 'e + m a i$,default
38-8_toturn-1,2537,38,8_toturn,kavií,kavií,k a v i í/i,,POLLEX,90,false,^k a v i í$,default
38-9_toswim-1,2894,38,9_toswim,kau,kau,k a u,"Nager, aller a la nage (Dln)",POLLEX,5,false,^k a u$,default
38-10_dirty-1,87931,38,10_dirty,paàpaà,paàpaà,p a ʔ à/a p a ʔ à/a,"Tres mur, gate, pourri (Dln)",POLLEX,7,false,^p a à p a à$,default
38-10_dirty-2,87932,38,10_dirty,hava,hava,h a v a,"Souille, sali, tache (Dln)",POLLEX,8,false,^h a v a$,default
38-12_skin-1,3965,38,12_skin,kiì,kiì,k i ì,Skin,POLLEX,1,false,^k i ì$,default
38-13_back-1,4322,38,13_back,tua,tua,t u a,"Dos, echine, se mettre dos a dos (Dln)",POLLEX,11,false,^t u a$,default
38-14_belly-1,88009,38,14_belly,kopu,kopu,k o p u,"Belly, stomach",POLLEX,2,false,^k o p u$,default
38-14_belly-2,88010,38,14_belly,'opu,'opu,ʔ o p u,"Belly, stomach",POLLEX,2,false,^'o p u$,default
38-15_bone-1,5036,38,15_bone,ivi,ivi,i v i,Bone (Bgs),POLLEX,"52,5",false,^i v i$,default
38-16_intestines-1,5393,38,16_intestines,koekoe,koekoe,k o e k o e,,POLLEX,31,false,^k o e k o e$,default
38-17_liver-1,5750,38,17_liver,ate,ate,a t e,Foie (Dln),POLLEX,1,false,^a t e$,default
38-18_breast-1,6107,38,18_breast,u,u,u,"Sein, mamelle, gorge (Dln)",POLLEX,1,false,^u$,default
38-18_breast-2,135703,38,18_breast,ki'i nene,ki'i nene,k i ʔ i + n e n e,,POLLEX,,false,^k i 'i + n e n e$,default
38-19_shoulder-1,72221,38,19_shoulder,pauhihi,pauhihi,p a u h i h i,,POLLEX,8,false,^p a u h i h i$,default
38-19_shoulder-2,72222,38,19_shoulder,paufifi,paufifi,p a u f i f i,,POLLEX,8,false,^p a u f i f i$,default
38-20_toknowbeknowledgeable-1,6821,38,20_toknowbeknowledgeable,hani,hani,h a n i,"Accoutume, habituee, fait a, avour l'habitude de, etre accoutume (Dln)",POLLEX,,false,^h a n i$,default
38-21_tothink-1,7178,38,21_tothink,maákau,maákau,m a á/a k a u,,POLLEX,7,false,^m a á k a u$,default
38-22_tofear-1,7535,38,22_tofear,meta'u,meta'u,m e t a ʔ u,"(MQN) To fear, be afraid",POLLEX,1,false,^m e t a 'u$,default
38-22_tofear-2,135704,38,22_tofear,ha'ameta'u,ha'ameta'u,h a ʔ a m e t a ʔ u,to fear,POLLEX,1,false,^h a 'a m e t a 'u$,default
38-23_blood-1,7892,38,23_blood,toto,toto,t o t o,"Sang, saigner (Dln)",POLLEX,4,false,^t o t o$,default
38-24_head-1,88551,38,24_head,u'u,u'u,u ʔ u,Head,POLLEX,1,false,^u 'u$,default
38-24_head-2,88552,38,24_head,upoko,upoko,u p o k o,Head (Dln),POLLEX,10,false,^u p o k o$,default
38-25_neck-1,8606,38,25_neck,kaakii,kaakii,k aː k iː,"Neck, throat (Bgs)",POLLEX,20,false,^k aa k ii$,default
38-26_hair-1,8963,38,26_hair,hu'u,hu'u,h u ʔ u,"Plume, poil (Dln) (Archaic)",POLLEX,31,false,^h u 'u$,default
38-26_hair-2,135705,38,26_hair,'ouoho,'ouoho,ʔ o u o h o,,POLLEX,"40, 36",false,^'o u o h o$,default
38-27_nose-1,9320,38,27_nose,ihu,ihu,i h u,Nose,POLLEX,1,false,^i h u$,default
38-28_tobreathe-1,88648,38,28_tobreathe,menava,menava,m e n a v a,"Breath, anterior fontanelle",POLLEX,1,false,^m e n a v a$,default
38-28_tobreathe-2,88649,38,28_tobreathe,ha,ha,h a,Extenue de fatigue (Dln),POLLEX,11,false,^h a$,default
38-29_tosniffsmell-1,88682,38,29_tosniffsmell,hoki,hoki,h o k i,"Baiser, faire toucher nez contre nez (Dln)",POLLEX,9,false,^h o k i$,default
38-29_tosniffsmell-2,88683,38,29_tosniffsmell,hone,hone,h o n e,honi? Touch noses together (Crk),POLLEX,9,false,^h o n e$,default
38-30_mouth-1,88709,38,30_mouth,haha,haha,h a h a,"Bouche, geule, ouverture (Dln) B. [<]",POLLEX,1,false,^h a h a$,default
38-30_mouth-2,88710,38,30_mouth,fafa,fafa,f a f a,Mouth (Crk) B. [<],POLLEX,1,false,^f a f a$,default
38-30_mouth-3,88711,38,30_mouth,nutu,nutu,n u t u,"Snout, head of animal",POLLEX,2,false,^n u t u$,default
38-31_tooth-1,10748,38,31_tooth,niho,niho,n i h o,Dent (Dln),POLLEX,1,false,^n i h o$,default
38-32_tongue-1,11105,38,32_tongue,a'èo,a'èo,a ʔ è/e o,Tongue,POLLEX,15,false,^a 'è o$,default
38-33_tolaugh-1,88779,38,33_tolaugh,kata,kata,k a t a,Laugh,POLLEX,7,false,^k a t a$,default
38-33_tolaugh-2,88780,38,33_tolaugh,àta,àta,ʔ à/a t a,Laugh,POLLEX,7,false,^à t a$,default
38-34_tocry-1,88825,38,34_tocry,taki,taki,t a k i,"Son, sonner, chanter (Dln)",POLLEX,1,false,^t a k i$,default
38-34_tocry-2,88826,38,34_tocry,tani,tani,t a n i,"Son, sonner, chanter (Dln)",POLLEX,1,false,^t a n i$,default
38-34_tocry-3,135706,38,34_tocry,ue,ue,u e,,POLLEX,38,false,^u e$,default
38-35_tovomit-1,12176,38,35_tovomit,'ua,'ua,ʔ u a,Vomit,POLLEX,8,false,^'u a$,default
38-36_tospit-1,12533,38,36_tospit,tufa,tufa,t u f a,,POLLEX,120,false,^t u f a$,default
38-37_toeat-1,89290,38,37_toeat,kai,kai,k a i,Food,POLLEX,"1,47",false,^k a i$,default
38-37_toeat-2,89291,38,37_toeat,'ai,'ai,ʔ a i,Food,POLLEX,"1,47",false,^'a i$,default
38-38_tochew-1,89354,38,38_tochew,kakahu,kakahu,k a k a h u,Bite [<],POLLEX,"8, 73",false,^k a k a h u$,default
38-38_tochew-2,89355,38,38_tochew,nennahhu,nennahhu,n e nː a hː u,To bite (Crk) [<],POLLEX,"8, 73",false,^n e nn a hh u$,default
38-39_tocook-1,13604,38,39_tocook,tao,tao,t a o,=baked (either in an umu or a modern oven).,POLLEX,10,false,^t a o$,default
38-39_tocook-2,135707,38,39_tocook,nunu,nunu,n u n u,cook in general e.g. nunu te kaikai = cook the food,POLLEX,9,false,^n u n u$,default
38-40_todrink-1,13961,38,40_todrink,inu,inu,i n u,To drink,POLLEX,1,false,^i n u$,default
38-41_tobite-1,89745,38,41_tobite,kakahu,kakahu,k a k a h u,Bite,POLLEX,7,false,^k a k a h u$,default
38-41_tobite-2,89746,38,41_tobite,nennahhu,nennahhu,n e nː a hː u,To bite (Crk),POLLEX,7,false,^n e nn a hh u$,default
38-41_tobite-3,89747,38,41_tobite,nahu,nahu,n a h u,Mordre (Dln),POLLEX,7,false,^n a h u$,default
38-42_tosuck-1,90012,38,42_tosuck,'omo,'omo,ʔ o m o,Suck (Bgs),POLLEX,7,false,^'o m o$,default
38-42_tosuck-2,90013,38,42_tosuck,omo,omo,o m o,Suck,POLLEX,7,false,^o m o$,default
38-43_ear-1,73697,38,43_ear,pua/ìka/,pua,p u a,,POLLEX,19,false,^p u a$,default
38-43_ear-2,73697,38,43_ear,pua/ìka/,ìka,ʔ ì/i k a,,POLLEX,19,false,^ì k a$,default
38-43_ear-3,73698,38,43_ear,pua/ìna/,pua,p u a,,POLLEX,19,false,^p u a$,default
38-43_ear-4,73698,38,43_ear,pua/ìna/,ìna,ʔ ì/i n a,,POLLEX,19,false,^ì n a$,default
38-44_tohear-1,90084,38,44_tohear,'oko,'oko,ʔ o k o,"To hear, news (mqn)",POLLEX,1,false,^'o k o$,default
38-44_tohear-2,90085,38,44_tohear,'ono,'ono,ʔ o n o,"To hear, news (mqs)",POLLEX,1,false,^'o n o$,default
38-45_eye-1,90112,38,45_eye,konohi,konohi,k o n o h i,Eye,POLLEX,4,false,^k o n o h i$,default
38-45_eye-2,90113,38,45_eye,korohi,korohi,k o r o h i,Eye,POLLEX,4,false,^k o r o h i$,default
38-45_eye-3,90114,38,45_eye,mata,mata,m a t a,"Eye,face",POLLEX,1,false,^m a t a$,default
38-46_tosee-1,16103,38,46_tosee,íte,íte,ʔ í/i t e,,POLLEX,1,false,^í t e$,default
38-47_toyawn-1,16460,38,47_toyawn,mama,mama,m a m a,Ouvrir la bouche (Dln),POLLEX,"19,28",false,^m a m a$,default
38-48_tosleep-1,16817,38,48_tosleep,hiamoe,hiamoe,h i a m o e,,POLLEX,"10, 109",false,^h i a m o e$,default
38-49_toliedown-1,17174,38,49_toliedown,moe,moe,m o e,Lie down,POLLEX,6,false,^m o e$,default
38-50_todream-1,17531,38,50_todream,moemoea,moemoea,m o e m o e a,,POLLEX,"7,27",false,^m o e m o e a$,default
38-51_tosit-1,17888,38,51_tosit,noho,noho,n o h o,"Sit, dwell, stay",POLLEX,16,false,^n o h o$,default
38-52_tostand-1,18245,38,52_tostand,tuu,tuu,t uː,"Etre debout, se tenir debout, droit (Dln)",POLLEX,2,false,^t uu$,default
38-53_personhumanbeing-1,90987,38,53_personhumanbeing,'enata,'enata,ʔ e n a t a,"Homme, en general (Dln)",POLLEX,"1,66, 97",false,^'e n a t a$,default
38-53_personhumanbeing-2,90988,38,53_personhumanbeing,'enana,'enana,ʔ e n a n a,"Homme, en general (Dln)",POLLEX,"1,66,97",false,^'e n a n a$,default
38-53_personhumanbeing-3,90989,38,53_personhumanbeing,kenana,kenana,k e n a n a,"Homme, en general (Dln)",POLLEX,"1,66,97",false,^k e n a n a$,default
38-54_manmale-1,91001,38,54_manmale,tama 'oa,tama 'oa,t a m a + ʔ o a,male child,POLLEX,,false,^t a m a + 'o a$,default
38-54_manmale-2,91002,38,54_manmale,tane,tane,t a n e,Fortement (Dln),POLLEX,"1,11",false,^t a n e$,default
38-54_manmale-3,135708,38,54_manmale,heko,heko,h e k o,male,POLLEX,17?,false,^h e k o$,default
38-55_womanfemale-1,91046,38,55_womanfemale,vehine,vehine,v e h i n e,Woman (Dln),POLLEX,"1,106,116",false,^v e h i n e$,default
38-55_womanfemale-2,91048,38,55_womanfemale,-hine,-hine,h i n e,Female (I don't understand why this is treated as a suffix - MW),POLLEX,"1,41",false,^- h i n e$,default
38-56_child-1,19673,38,56_child,tama,tama,t a m a,,POLLEX,6,false,^t a m a$,default
38-57_husband-1,20030,38,57_husband,hahana,hahana,h a h a n a,The male of mankind and of all birds. A husband (Crk),POLLEX,13,false,^h a h a n a$,default
38-58_wife-1,20387,38,58_wife,vehine,vehine,v e h i n e,,POLLEX,"5,68",false,^v e h i n e$,default
38-59_mother-1,20744,38,59_mother,kui,kui,k u i,,POLLEX,15,false,^k u i$,default
38-60_father-1,21101,38,60_father,motua,motua,m o t u a,,POLLEX,9,false,^m o t u a$,default
38-61_house-1,91356,38,61_house,aika,aika,a i k a,"Terre, propriete, domicile, richesses, manoir, foyer domestique",POLLEX,6,false,^a i k a$,default
38-61_house-2,91357,38,61_house,ha'e,ha'e,h a ʔ e,House,POLLEX,14,false,^h a 'e$,default
38-61_house-3,91358,38,61_house,fa'e,fa'e,f a ʔ e,House,POLLEX,14,false,^f a 'e$,default
38-62_thatchroof-1,21815,38,62_thatchroof,ato,ato,a t o,Frame to which thatch is tied,POLLEX,1,false,^a t o$,default
38-62_thatchroof-2,135710,38,62_thatchroof,hatu,hatu,h a t u,"Pieces of thatch are called hatu, but the only reference I've heard for this is in relation to the hame of (F)Hatu 'Iva (the southernmost MRQ island). Thatch is extremely rare on NH today.",POLLEX,1,false,^h a t u$,default
38-63_name-1,74699,38,63_name,inoa,inoa,i n o a,Name,POLLEX,6,false,^i n o a$,default
38-63_name-2,74700,38,63_name,ikoa,ikoa,i k o a,Name,POLLEX,6,false,^i k o a$,default
38-64_tosay-1,74758,38,64_tosay,peáu,peáu,p e á/a u,,POLLEX,12,false,^p e á u$,default
38-64_tosay-2,74759,38,64_tosay,teáo,teáo,t e á/a o,,POLLEX,128,false,^t e á o$,default
38-64_tosay-3,74760,38,64_tosay,tekao,tekao,t e k a o,,POLLEX,128,false,^t e k a o$,default
38-65_rope-1,22886,38,65_rope,touà,touà,t o u ʔ à/a,"Corde, grosse corde (Dln)",POLLEX,9,false,^t o u à$,default
38-66_totieupfasten-1,91453,38,66_totieupfasten,fitiì,fitiì,f i t i ì,"Lier, attacher, nouer (Dln)",POLLEX,148,false,^f i t i ì$,default
38-66_totieupfasten-2,91454,38,66_totieupfasten,hitiki,hitiki,h i t i k i,"Lier, attacher, nouer (Dln)",POLLEX,148,false,^h i t i k i$,default
38-66_totieupfasten-3,91455,38,66_totieupfasten,nati,nati,n a t i,"Tie, fasten (NKH)",POLLEX,13,false,^n a t i$,default
38-66_totieupfasten-4,91456,38,66_totieupfasten,nani,nani,n a n i,"Tie, fasten",POLLEX,13,false,^n a n i$,default
38-67_tosew-1,23600,38,67_tosew,tui,tui,t u i,"Coudre, percer, enfiler (Dln)",POLLEX,"13, 16",false,^t u i$,default
38-68_needle-1,23957,38,68_needle,nina,nina,n i n a,L from English,POLLEX,,true,^n i n a$,default
38-68_needle-2,135711,38,68_needle,rira,rira,r i r a,L from English,POLLEX,,true,^r i r a$,default
38-69_tohunt-1,75177,38,69_tohunt,tute,tute,t u t e,,POLLEX,,false,^t u t e$,default
38-69_tohunt-2,75178,38,69_tohunt,tatai,tatai,t a t a i,,POLLEX,,false,^t a t a i$,default
38-70_toshoot-1,24671,38,70_toshoot,toi,toi,t o i,,POLLEX,,false,^t o i$,default
38-70_toshoot-2,135712,38,70_toshoot,puhi,puhi,p u h i,to shoot(also NH word for firearm and to blow [breath out]),POLLEX,17,false,^p u h i$,default
38-71_tostabpierce-1,25028,38,71_tostabpierce,huki,huki,h u k i,Morceau de bois pointu pour percer les poulpes (Dln),POLLEX,"1, 8",false,^h u k i$,default
38-72_tohit-1,91669,38,72_tohit,paki/paki,paki,p a k i,Donner des petits coups avec la main (Dln),POLLEX,6,false,^p a k i$,default
38-72_tohit-2,91669,38,72_tohit,paki/paki,paki,p a k i,Donner des petits coups avec la main (Dln),POLLEX,6,false,^p a k i$,default
38-72_tohit-3,91670,38,72_tohit,paì/paì,paì,p a ì,Donner des petits coups avec la main (Dln),POLLEX,6,false,^p a ì$,default
38-72_tohit-4,91670,38,72_tohit,paì/paì,paì,p a ì,Donner des petits coups avec la main (Dln),POLLEX,6,false,^p a ì$,default
38-72_tohit-5,91671,38,72_tohit,patu,patu,p a t u,"Strike (in flaying skin or bark), strike, nudge with elbow (I)",POLLEX,7,false,^p a t u$,default
38-72_tohit-6,91672,38,72_tohit,tuki,tuki,t u k i,"Battre, ecrasser, piler (Dln)",POLLEX,8,false,^t u k i$,default
38-72_tohit-7,91673,38,72_tohit,tuì,tuì,t u ì,"Battre, ecrasser, piler (Dln)",POLLEX,8,false,^t u ì$,default
38-72_tohit-8,135713,38,72_tohit,kere,kere,k e r e,to hit (punch with the fist),POLLEX,,false,^k e r e$,default
38-72_tohit-9,135714,38,72_tohit,pehi,pehi,p e h i,hit generally,POLLEX,,false,^p e h i$,default
38-72_tohit-10,135748,38,72_tohit,ta,ta,t a,"""to strike"" (perhaps taa)",POLLEX,10,false,^t a$,default
38-73_tosteal-1,91789,38,73_tosteal,kai hue,kai hue,k a i + h u e,(Mot etranger) voleur (Dln),POLLEX,5,false,^k a i + h u e$,default
38-73_tosteal-2,91790,38,73_tosteal,kamo,kamo,k a m o,"Voler, voleur (Dln)",POLLEX,6,false,^k a m o$,default
38-74_tokill-1,91838,38,74_tokill,haámate,haámate,h a á/a m a t e,,POLLEX,2,false,^h a á m a t e$,default
38-74_tokill-2,91839,38,74_tokill,kukumi,kukumi,k u k u m i,,POLLEX,28,false,^k u k u m i$,default
38-74_tokill-3,91840,38,74_tokill,pehi,pehi,p e h i,,POLLEX,43,false,^p e h i$,default
38-75_todiebedead-1,91890,38,75_todiebedead,mate,mate,m a t e,"Mort, la mort, mourir, souffrir, malade, malaise, maladie, mal (Dln)",POLLEX,1,false,^m a t e$,default
38-75_todiebedead-2,91891,38,75_todiebedead,kèo,kèo,k è/e o,"Die (of a person), go out (of a light) (Dln)",POLLEX,,false,^k è o$,default
38-76_tolivebealive-1,26813,38,76_tolivebealive,pohué,pohué,p o h u é/e,,POLLEX,36,false,^p o h u é$,default
38-77_toscratch-1,27170,38,77_toscratch,tuveé,tuveé,t u v e é/e,,POLLEX,33,false,^t u v e é$,default
38-78_tocuthack-1,92018,38,78_tocuthack,'ihi,'ihi,ʔ i h i,to peel / Peler (Dln),POLLEX,10,false,^'i h i$,default
38-78_tocuthack-2,92019,38,78_tocuthack,'o'oti,'o'oti,ʔ o ʔ o t i,"Cut, clip",POLLEX,9,false,^'o'o t i$,default
38-78_tocuthack-3,92020,38,78_tocuthack,kokoti,kokoti,k o k o t i,"Cut, clip",POLLEX,9,false,^k o k o t i$,default
38-78_tocuthack-4,92021,38,78_tocuthack,taài,taài,t a ʔ à/a i,"Tailler, ciseler, travailler le bois ou la pierre (Dln)",POLLEX,1,false,^t a à i$,default
38-79_stickwood-1,27884,38,79_stickwood,àkau,àkau,ʔ à/a k a u,Bois (Dln),POLLEX,"1,26",false,^à k a u$,default
38-80_tosplit-1,28241,38,80_tosplit,koava,koava,k o a v a,,POLLEX,,false,^k o a v a$,default
38-81_sharp-1,28598,38,81_sharp,koi,koi,k o i,"Sharp, Sharp",POLLEX,"14,66",false,^k o i$,default
38-82_dullblunt-1,75977,38,82_dullblunt,mué,mué,m u é/e,,POLLEX,10,false,^m u é$,default
38-82_dullblunt-2,75978,38,82_dullblunt,tumué,tumué,t u m u é/e,,POLLEX,10,false,^t u m u é$,default
38-82_dullblunt-3,135715,38,82_dullblunt,puriki,puriki,p u r i k i,"dull in modern NH, most likely derived from the word for donkey (after French burique), and hence metaphorically stupid, dull",POLLEX,18,false,^p u r i k i$,default
38-83_towork-1,29312,38,83_towork,hana,hana,h a n a,"Action, acte, travailler, oeuvre (Dln)",POLLEX,10,false,^h a n a$,default
38-84_toplant-1,29669,38,84_toplant,nanu,nanu,n a n u,,POLLEX,2,false,^n a n u$,default
38-85_tochoose-1,30026,38,85_tochoose,vae,vae,v a e,,POLLEX,10,false,^v a e$,default
38-86_togrow-1,30383,38,86_togrow,tupu,tupu,t u p u,"Pousser, croitre, germer",POLLEX,1,false,^t u p u$,default
38-87_toswell-1,92564,38,87_toswell,hete,hete,h e t e,"Gonfle, fermente, engle (Dln)",POLLEX,5,false,^h e t e$,default
38-87_toswell-2,92565,38,87_toswell,huhu'a,huhu'a,h u h u ʔ a,Swollen,POLLEX,7,false,^h u h u 'a$,default
38-88_tosqueeze-1,92588,38,88_tosqueeze,hota,hota,h o t a,Clarifier le kava,POLLEX,"8, 2, 93",false,^h o t a$,default
38-88_tosqueeze-2,92589,38,88_tosqueeze,koko,koko,k o k o,"Squeeze, press",POLLEX,9,false,^k o k o$,default
38-88_tosqueeze-3,92590,38,88_tosqueeze,'omi,'omi,ʔ o m i,"Squeeze, press upon",POLLEX,10,false,^'o m i$,default
38-89_tohold-1,31454,38,89_tohold,ííma,ííma,ʔ í/i ʔ í/i m a,,POLLEX,,false,^íí m a$,default
38-89_tohold-2,135716,38,89_tohold,mau,mau,m a u,,POLLEX,54,false,^m a u$,default
38-90_todig-1,31811,38,90_todig,keì (i),keì,k e ì,Dig,POLLEX,1,false,^k e ì$,default
38-91_tobuy-1,93477,38,91_tobuy,hoko,hoko,h o k o,"Echanger, acheter, payer, vendre (Dln)",POLLEX,7,false,^h o k o$,default
38-91_tobuy-2,93478,38,91_tobuy,ho'o,ho'o,h o ʔ o,"Echanger, acheter, payer, vendre (Dln)",POLLEX,7,false,^h o 'o$,default
38-92_toopenuncover-1,32525,38,92_toopenuncover,pepeu,pepeu,p e p e u,,POLLEX,,false,^p e p e u$,default
38-92_toopenuncover-2,135717,38,92_toopenuncover,pe'ua,pe'ua,p e ʔ u a,to open,POLLEX,,false,^p e 'u a$,default
38-93_topoundbeat-1,102906,38,93_topoundbeat,tuki,tuki,t u k i,"Battre, ecrasser, piler (Dln)",POLLEX,2,false,^t u k i$,default
38-93_topoundbeat-2,102907,38,93_topoundbeat,tuì,tuì,t u ì,"Battre, ecrasser, piler (Dln)",POLLEX,2,false,^t u ì$,default
38-94_tothrow-1,33239,38,94_tothrow,tiì,tiì,t i ì,Throw,POLLEX,9,false,^t i ì$,default
38-94_tothrow-2,135718,38,94_tothrow,tio'a,tio'a,t i o ʔ a,to throw,POLLEX,10,false,^t i o 'a$,default
38-95_tofall-1,104567,38,95_tofall,mekèe,mekèe,m e k è/e,,POLLEX,10,false,^m e k èe $,default
38-95_tofall-2,104568,38,95_tofall,maku'u,maku'u,m a k u ʔ u,,POLLEX,11,false,^m a k u 'u$,default
38-95_tofall-3,104569,38,95_tofall,moku'u,moku'u,m o k u ʔ u,,POLLEX,11,false,^m o k u 'u$,default
38-95_tofall-4,104570,38,95_tofall,hika (m'n),hika,h i k a,,POLLEX,44,false,^h i k a$,default
38-95_tofall-5,104571,38,95_tofall,hina,hina,h i n a,,POLLEX,44,false,^h i n a$,default
38-95_tofall-6,104572,38,95_tofall,topa,topa,t o p a,,POLLEX,124,false,^t o p a$,default
38-95_tofall-7,135719,38,95_tofall,vi'i,vi'i,v i ʔ i,"to fall (in the sense of becoming unbalanced, slipping)",POLLEX,86,false,^v i 'i$,default
38-95_tofall-8,135720,38,95_tofall,huu te henua,huu te henua,h uː + t e + h e n u a,to fall in the sense of an avalanche or rock slide,POLLEX,,false,^h uu + t e + h e n u a$,default
38-96_dog-1,76902,38,96_dog,peto,peto,p e t o,L from English,POLLEX,,true,^p e t o$,default
38-96_dog-2,153626,38,96_dog,ku'i,ku'i,k u ʔ i,Probable arch. form - as dogs were lost in the Marquesas by the time the Europeans arrived.,POLLEX,7,false,^k u 'i$,default
38-96_dog-3,76903,38,96_dog,nuhe,nuhe,n u h e,"Southern MRQ, problematic?",POLLEX,,false,^n u h e$,default
38-97_bird-1,34310,38,97_bird,manu,manu,m a n u,Bird,POLLEX,1,false,^m a n u$,default
38-98_egg-1,34667,38,98_egg,mama'i,mama'i,m a m a ʔ i,,POLLEX,6,false,^m a m a 'i$,default
38-99_feather-1,35024,38,99_feather,huú manu,huú manu,h u ú/u + m a n u,,POLLEX,1,false,^h u ú + m a n u$,default
38-100_wing-1,35381,38,100_wing,peheu,peheu,p e h e u,Aile (Dln),POLLEX,"1,81",false,^p e h e u$,default
38-100_wing-2,135721,38,100_wing,pekeu,pekeu,p e k e u,,POLLEX,"1,59",false,^p e k e u$,default
38-101_tofly-1,35738,38,101_tofly,ona,ona,o n a,insect?,POLLEX,,false,^o n a$,default
38-102_rat-1,104692,38,102_rat,kio'e,kio'e,k i o ʔ e,Rat,POLLEX,12,false,^k i o 'e$,default
38-102_rat-2,104693,38,102_rat,kumakuma,kumakuma,k u m a k u m a,Rat (Dln),POLLEX,13,false,^k u m a k u m a$,default
38-103_meatflesh-1,104718,38,103_meatflesh,kiko,kiko,k i k o,Flesh,POLLEX,10,false,^k i k o$,default
38-104_fatgrease-1,104741,38,104_fatgrease,kao,kao,k a o,"Huile, graisse, sauce, jus (Dln)",POLLEX,,false,^k a o$,default
38-104_fatgrease-2,104742,38,104_fatgrease,hinu àma,hinu àma,h i n u + ʔ à/a m a,Huile noiratre qui decoule de lama (Dln),POLLEX,12,false,^h i n u + à m a$,default
38-104_fatgrease-3,135722,38,104_fatgrease,kerehi,kerehi,k e r e h i,L from English,POLLEX,,true,^k e r e h i$,default
38-105_tail-1,105093,38,105_tail,iku,iku,i k u,Lime de peau de certains poissons (Dln) [<],POLLEX,1,false,^i k u$,default
38-105_tail-2,105094,38,105_tail,hiku,hiku,h i k u,"Tail, rear portion (of fish)",POLLEX,13,false,^h i k u$,default
38-105_tail-3,105095,38,105_tail,vèo,vèo,v è/e o,Queue d'un animal (Dln),POLLEX,"10,23",false,^v è o$,default
38-106_snake-1,37523,38,106_snake,puhi henua,puhi henua,p u h i + h e n u a,'land eel'-MW,POLLEX,,false,^p u h i + h e n u a$,default
38-107_wormearthworm-1,77416,38,107_wormearthworm,noke,noke,n o k e,Worm,POLLEX,7,false,^n o k e$,default
38-107_wormearthworm-2,77417,38,107_wormearthworm,to'e,to'e,t o ʔ e,Worm,POLLEX,7,false,^t o 'e$,default
